timestamp_ms,emg_adc,emg_rms,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,fsr_thumb,fsr_index,fsr_middle,spike_rate,membrane_potential,servo_angle,gesture_class,gesture_id
43170,575,0.562,886,660,805,610,711,175,161,217,0,0.014,61,K,22
43180,728,0.712,836,733,748,631,748,116,142,130,5,0.661,47,K,22
43190,557,0.544,836,860,867,892,678,223,138,124,0,0.19,76,K,22
43200,741,0.724,791,575,805,598,594,226,233,197,5,0.787,107,K,22
43210,676,0.661,850,621,704,744,626,182,138,125,3,0.38,107,K,22
43220,690,0.674,620,860,508,565,808,160,83,205,3,0.433,53,K,22
43230,685,0.67,596,689,847,694,833,162,149,115,3,0.52,40,K,22
43240,690,0.674,639,574,599,644,674,132,146,89,3,0.388,85,K,22
43250,553,0.541,812,737,793,895,530,209,208,160,0,0.098,64,K,22
43260,691,0.675,551,829,648,598,566,198,182,112,3,0.427,56,K,22
43270,583,0.57,653,669,658,612,550,115,92,164,0,0.165,119,K,22
43280,581,0.568,888,511,686,668,792,147,185,172,0,0.142,80,K,22
43290,560,0.547,721,892,612,783,777,164,85,105,0,0.102,55,K,22
43300,584,0.571,797,552,855,649,512,90,219,176,0,0.071,92,K,22
43310,620,0.606,516,688,509,665,878,118,189,168,0,0.017,69,K,22
43320,582,0.569,511,732,586,592,606,89,204,98,0,0.064,62,K,22
43330,734,0.717,862,854,558,681,573,81,127,85,5,0.691,82,K,22
43340,628,0.614,745,620,731,875,688,108,157,137,1,0.218,105,K,22
43350,730,0.714,569,764,703,669,794,201,247,138,5,0.735,83,K,22
43360,560,0.547,846,839,504,704,869,243,184,95,0,0.05,46,K,22
43370,593,0.58,525,791,680,591,767,169,147,187,0,0.181,62,K,22
43380,644,0.63,881,785,818,502,707,241,181,171,1,0.154,88,K,22
43390,597,0.584,698,507,890,744,792,150,161,191,0,0.097,60,K,22
43400,726,0.71,526,507,517,732,895,130,247,229,5,0.601,47,K,22
43410,727,0.711,546,811,638,641,834,93,179,82,5,0.762,96,K,22
43420,588,0.575,684,614,609,564,730,104,110,165,0,0.17,49,K,22
43430,749,0.732,636,621,763,596,518,109,88,162,5,0.744,86,K,22
43440,639,0.625,500,886,661,652,500,202,225,240,1,0.298,48,K,22
43450,626,0.612,580,768,768,541,623,180,157,186,1,0.195,108,K,22
43460,723,0.707,811,586,504,671,620,235,166,249,4,0.571,70,K,22
43470,553,0.541,863,883,531,527,759,188,87,221,0,0.061,69,K,22
43480,559,0.546,569,618,826,899,569,170,199,229,0,0.134,74,K,22
43490,651,0.636,885,693,740,646,631,161,183,120,2,0.395,95,K,22
43500,708,0.692,626,649,830,835,883,211,228,248,4,0.576,84,K,22
43510,557,0.544,606,872,764,645,530,114,237,97,0,0.028,80,K,22
43520,635,0.621,803,897,815,848,777,109,222,100,1,0.152,65,K,22
43530,684,0.669,702,749,602,534,823,209,99,126,3,0.416,51,K,22
43540,567,0.554,603,651,827,664,860,237,163,131,0,0.136,62,K,22
43550,646,0.631,651,855,875,707,549,227,126,97,1,0.219,65,K,22
43560,620,0.606,798,546,584,798,883,239,86,111,0,0.044,104,K,22
43570,641,0.627,717,789,589,696,683,145,239,177,1,0.131,89,K,22
43580,723,0.707,886,744,613,765,889,177,131,129,4,0.562,97,K,22
43590,674,0.659,814,666,552,685,775,175,89,233,2,0.268,58,K,22
43600,626,0.612,617,839,517,876,725,191,151,223,1,0.277,116,K,22
43610,742,0.725,602,704,759,732,550,210,166,145,5,0.77,55,K,22
43620,593,0.58,645,757,811,875,603,230,197,139,0,0.146,110,K,22
43630,627,0.613,891,888,778,604,509,192,106,178,1,0.289,40,K,22
43640,664,0.649,635,894,725,626,615,235,113,235,2,0.401,88,K,22
43650,714,0.698,886,764,713,588,629,102,224,232,4,0.596,115,K,22
43660,622,0.608,741,739,528,744,619,249,137,197,0,0.191,71,K,22
43670,609,0.595,638,856,711,638,867,190,159,178,0,0.173,89,K,22
43680,662,0.647,782,615,531,761,540,243,246,166,2,0.277,69,K,22
43690,688,0.673,845,630,547,633,506,123,140,165,3,0.433,87,K,22
43700,610,0.596,852,886,739,651,757,123,247,98,0,0.052,102,K,22
43710,569,0.556,812,868,805,594,741,184,238,244,0,0.11,43,K,22
43720,612,0.598,682,556,739,604,564,219,141,231,0,0.078,41,K,22
43730,733,0.717,711,899,661,704,528,130,93,173,5,0.671,97,K,22
43740,677,0.662,536,858,767,584,709,218,106,167,3,0.45,82,K,22
43750,569,0.556,896,802,763,696,826,143,123,91,0,0.065,43,K,22
43760,731,0.715,756,874,734,746,640,129,249,188,5,0.71,64,K,22
43770,647,0.632,726,580,717,648,575,159,131,142,1,0.173,93,K,22
43780,660,0.645,754,558,507,806,888,155,249,157,2,0.398,51,K,22
43790,602,0.588,680,873,733,685,792,154,249,158,0,0.144,79,K,22
43800,598,0.585,883,634,792,899,537,178,247,108,0,0.129,56,K,22
43810,697,0.681,865,652,815,818,794,205,162,100,3,0.559,71,K,22
43820,561,0.548,620,610,578,847,875,164,159,230,0,0.101,54,K,22
43830,681,0.666,534,850,782,624,723,240,92,244,3,0.509,83,K,22
43840,586,0.573,613,619,568,773,547,160,145,185,0,0.025,97,K,22
43850,735,0.718,724,762,602,608,764,148,211,239,5,0.625,44,K,22
43860,593,0.58,571,640,887,679,702,94,199,189,0,0.012,40,K,22
43870,738,0.721,848,843,839,696,800,153,147,83,5,0.648,110,K,22
43880,686,0.671,845,674,815,807,879,165,240,176,3,0.393,87,K,22
43890,576,0.563,756,550,643,854,855,239,182,126,0,0.146,62,K,22
43900,586,0.573,716,629,575,787,696,134,178,135,0,0.116,68,K,22
43910,633,0.619,663,615,570,713,837,132,164,165,1,0.262,78,K,22
43920,625,0.611,785,578,606,581,701,215,99,91,1,0.223,106,K,22
43930,675,0.66,639,809,579,879,681,153,226,221,3,0.492,91,K,22
43940,681,0.666,738,871,814,661,819,207,97,161,3,0.51,70,K,22
43950,591,0.578,701,750,886,584,682,89,150,101,0,0.057,62,K,22
43960,562,0.549,667,878,896,852,850,130,162,175,0,0.105,52,K,22
43970,724,0.708,653,697,723,617,650,154,98,177,4,0.481,89,K,22
43980,726,0.71,673,592,599,680,658,175,163,229,5,0.725,106,K,22
43990,568,0.555,786,787,706,810,602,238,130,201,0,0.09,113,K,22
44000,725,0.709,609,798,722,678,725,154,150,151,5,0.775,89,L,23
44010,590,0.577,833,779,529,742,551,136,158,196,0,0.18,92,L,23
44020,746,0.729,530,831,529,612,637,213,234,99,5,0.625,59,L,23
44030,634,0.62,721,548,679,509,760,143,215,237,1,0.157,56,L,23
44040,565,0.552,782,614,505,797,899,82,119,99,0,0.172,46,L,23
44050,642,0.628,807,886,520,510,549,88,124,108,1,0.129,101,L,23
44060,692,0.676,534,640,643,822,744,174,134,114,3,0.39,55,L,23
44070,563,0.55,817,890,650,598,528,229,172,85,0,0.078,68,L,23
44080,551,0.539,691,595,535,595,536,181,148,149,0,0.154,61,L,23
44090,656,0.641,770,853,546,607,863,148,131,246,2,0.422,41,L,23
44100,701,0.685,732,688,866,847,621,144,195,228,4,0.48,106,L,23
44110,608,0.594,614,615,736,546,608,97,192,112,0,0.19,54,L,23
44120,609,0.595,661,589,550,643,603,249,95,212,0,0.124,45,L,23
44130,579,0.566,659,646,806,736,674,151,207,186,0,0.136,40,L,23
44140,699,0.683,713,593,557,718,718,92,246,106,3,0.486,78,L,23
44150,749,0.732,639,773,618,770,899,176,153,126,5,0.66,63,L,23
44160,568,0.555,846,736,530,712,771,230,157,102,0,0.066,80,L,23
44170,561,0.548,747,728,830,678,840,239,150,243,0,0.101,79,L,23
44180,619,0.605,759,562,745,549,785,95,83,105,0,0.156,68,L,23
44190,641,0.627,863,550,541,634,773,82,99,177,1,0.293,112,L,23
44200,619,0.605,578,747,686,640,797,123,159,146,0,0.073,111,L,23
44210,596,0.583,779,678,778,628,878,194,145,212,0,0.098,57,L,23
44220,666,0.651,534,605,748,651,640,228,118,241,2,0.403,58,L,23
44230,640,0.626,869,717,638,676,790,163,155,136,1,0.218,67,L,23
44240,614,0.6,649,806,846,892,698,243,245,145,0,0.175,82,L,23
44250,714,0.698,562,854,550,571,542,146,144,141,4,0.631,102,L,23
44260,639,0.625,603,550,753,606,793,146,156,179,1,0.315,87,L,23
44270,652,0.637,571,616,866,629,619,213,162,207,2,0.279,101,L,23
44280,633,0.619,745,893,751,724,656,198,173,188,1,0.294,45,L,23
44290,627,0.613,684,886,779,729,764,237,175,156,1,0.302,83,L,23
44300,745,0.728,559,650,560,634,830,118,201,185,5,0.658,44,L,23
44310,641,0.627,513,515,718,885,668,93,142,87,1,0.312,66,L,23
44320,705,0.689,567,622,816,665,702,207,187,231,4,0.593,67,L,23
44330,598,0.585,502,750,576,719,897,208,171,202,0,0.13,50,L,23
44340,553,0.541,692,683,509,836,826,182,220,101,0,0.15,95,L,23
44350,641,0.627,596,640,756,537,746,232,121,164,1,0.152,72,L,23
44360,734,0.717,597,817,886,529,690,161,102,145,5,0.692,100,L,23
44370,725,0.709,818,727,504,628,573,188,103,138,5,0.662,118,L,23
44380,572,0.559,705,645,588,521,799,123,116,86,0,0.129,63,L,23
44390,619,0.605,712,570,706,571,815,124,216,195,0,0.154,65,L,23
44400,576,0.563,739,742,631,678,838,177,149,158,0,0.003,49,L,23
44410,585,0.572,545,603,889,863,859,149,168,82,0,0.18,89,L,23
44420,731,0.715,730,617,810,894,613,109,187,160,5,0.613,95,L,23
44430,582,0.569,601,776,610,705,765,182,118,157,0,0.013,86,L,23
44440,590,0.577,674,842,698,587,670,116,202,143,0,0.065,110,L,23
44450,702,0.686,874,742,649,623,697,115,125,101,4,0.498,74,L,23
44460,582,0.569,712,702,896,753,555,146,92,129,0,0.061,96,L,23
44470,653,0.638,853,595,842,843,692,231,204,160,2,0.334,46,L,23
44480,573,0.56,892,613,514,612,877,165,224,98,0,0.183,48,L,23
44490,587,0.574,710,891,633,601,648,172,113,219,0,0.153,78,L,23
44500,630,0.616,531,687,635,665,646,88,235,141,1,0.22,87,L,23
44510,716,0.7,722,690,774,788,563,105,80,242,4,0.666,116,L,23
44520,645,0.63,575,532,581,568,838,238,185,181,1,0.207,54,L,23
44530,597,0.584,567,838,584,881,876,208,99,229,0,0.161,93,L,23
44540,614,0.6,898,816,578,513,824,201,128,213,0,0.102,80,L,23
44550,639,0.625,691,844,682,872,877,247,94,86,1,0.15,101,L,23
44560,728,0.712,503,756,860,821,739,242,160,217,5,0.649,106,L,23
44570,651,0.636,692,806,529,794,746,217,239,142,2,0.407,100,L,23
44580,630,0.616,746,767,879,757,572,155,104,197,1,0.29,100,L,23
44590,648,0.633,521,555,648,810,539,229,235,200,1,0.127,43,L,23
44600,661,0.646,868,522,668,813,763,195,130,80,2,0.35,69,L,23
44610,700,0.684,857,877,651,585,824,168,150,137,4,0.613,61,L,23
44620,586,0.573,661,599,868,684,775,96,83,129,0,0.003,89,L,23
44630,621,0.607,816,543,805,579,785,128,177,228,0,0.002,61,L,23
44640,605,0.591,754,655,660,693,503,91,224,115,0,0.042,55,L,23
44650,749,0.732,876,636,577,810,572,143,169,217,5,0.788,43,L,23
44660,688,0.673,550,646,741,896,886,191,157,245,3,0.397,66,L,23
44670,687,0.672,873,654,506,614,591,169,161,92,3,0.514,111,L,23
44680,691,0.675,604,799,583,527,778,91,231,130,3,0.489,61,L,23
44690,607,0.593,898,739,721,567,761,190,209,238,0,0.077,63,L,23
44700,580,0.567,588,831,617,629,706,183,138,175,0,0.171,102,L,23
44710,694,0.678,809,624,521,880,852,195,108,228,3,0.484,41,L,23
44720,601,0.587,537,886,652,832,715,222,184,89,0,0.124,112,L,23
44730,669,0.654,882,613,732,568,864,123,248,99,2,0.275,76,L,23
44740,668,0.653,608,738,507,542,893,120,211,211,2,0.381,63,L,23
44750,687,0.672,545,697,620,799,719,179,112,173,3,0.527,75,L,23
44760,716,0.7,706,754,657,769,805,147,80,82,4,0.556,89,L,23
44770,681,0.666,670,769,588,602,624,146,86,87,3,0.54,83,L,23
44780,597,0.584,817,524,873,695,691,192,225,201,0,0.127,43,L,23
44790,667,0.652,708,800,588,502,895,224,197,101,2,0.324,78,L,23
44800,656,0.641,599,771,728,873,784,150,248,235,2,0.271,116,L,23
44810,681,0.666,881,854,871,770,845,214,225,168,3,0.51,60,L,23
44820,736,0.719,519,837,872,743,566,141,97,170,5,0.682,118,L,23
44830,634,0.62,763,894,606,511,675,182,142,106,1,0.223,74,L,23
44840,685,0.67,519,763,823,658,659,220,165,105,3,0.393,68,L,23
44850,567,0.554,568,895,629,634,802,202,133,94,0,0.132,97,L,23
44860,744,0.727,690,733,565,580,535,96,81,112,5,0.613,45,L,23
44870,637,0.623,766,504,785,893,846,170,231,201,1,0.175,106,L,23
44880,575,0.562,608,867,794,709,758,117,121,127,0,0.097,52,L,23
44890,605,0.591,686,562,835,542,732,154,136,228,0,0.15,93,L,23
44900,722,0.706,740,663,562,881,734,204,80,171,4,0.643,106,L,23
44910,710,0.694,787,714,685,625,781,140,191,224,4,0.676,112,L,23
44920,612,0.598,633,738,751,860,686,194,100,166,0,0.089,74,L,23
44930,743,0.726,556,541,832,734,853,95,212,80,5,0.65,61,L,23
44940,671,0.656,781,789,869,813,712,214,104,219,2,0.338,70,L,23
44950,635,0.621,661,617,836,574,592,113,194,244,1,0.183,97,L,23
44960,609,0.595,781,736,625,544,787,150,102,246,0,0.059,106,L,23
44970,612,0.598,569,722,809,782,848,158,115,212,0,0.172,106,L,23
44980,581,0.568,648,772,700,653,521,120,138,154,0,0.079,49,L,23
44990,604,0.59,781,759,862,782,729,205,82,129,0,0.184,65,L,23
45000,666,0.651,544,896,761,733,552,249,83,139,2,0.399,84,L,23
45010,624,0.61,821,521,895,708,550,224,243,172,0,0.065,88,L,23
45020,593,0.58,606,649,593,763,609,97,159,197,0,0.115,111,L,23
45030,706,0.69,580,754,731,862,708,209,121,197,4,0.671,60,L,23
45040,554,0.542,772,779,891,649,814,231,105,140,0,0.095,47,L,23
45050,579,0.566,854,817,786,719,737,106,80,120,0,0.009,53,L,23
45060,727,0.711,797,698,795,513,599,170,218,185,5,0.744,88,L,23
45070,687,0.672,506,580,752,639,856,134,243,86,3,0.427,63,L,23
45080,742,0.725,784,781,573,544,516,243,142,230,5,0.719,105,L,23
45090,666,0.651,541,740,826,754,830,150,122,134,2,0.376,95,L,23
45100,632,0.618,620,701,827,756,629,172,121,153,1,0.191,48,L,23
45110,645,0.63,757,779,728,744,697,122,130,154,1,0.213,40,L,23
45120,666,0.651,842,694,732,628,873,142,155,247,2,0.247,68,L,23
45130,634,0.62,894,638,690,555,506,130,118,121,1,0.134,111,L,23
45140,640,0.626,648,529,622,884,736,103,204,213,1,0.316,45,L,23
45150,746,0.729,689,790,883,735,578,114,127,193,5,0.681,111,L,23
45160,682,0.667,786,605,658,856,507,85,166,159,3,0.41,83,L,23
45170,613,0.599,887,787,808,612,818,193,156,240,0,0.169,61,L,23
45180,573,0.56,502,532,806,713,529,242,104,107,0,0.019,65,L,23
45190,685,0.67,856,852,514,804,753,190,87,164,3,0.454,97,L,23
45200,563,0.55,729,590,503,651,718,155,107,178,0,0.14,70,L,23
45210,741,0.724,718,872,516,889,606,160,90,245,5,0.617,73,L,23
45220,656,0.641,875,684,673,737,662,229,223,185,2,0.32,115,L,23
45230,575,0.562,832,735,822,531,676,198,181,188,0,0.099,116,L,23
45240,688,0.673,835,725,765,832,723,139,87,127,3,0.509,80,L,23
45250,557,0.544,848,748,743,664,846,244,143,206,0,0.021,84,L,23
45260,708,0.692,717,514,755,813,676,158,104,147,4,0.644,75,L,23
45270,724,0.708,731,814,539,670,616,160,210,150,4,0.678,51,L,23
45280,650,0.635,569,673,688,714,524,168,210,142,2,0.379,69,L,23
45290,681,0.666,833,840,826,648,570,208,113,166,3,0.381,42,L,23
45300,625,0.611,833,540,861,864,779,103,82,152,1,0.207,63,L,23
45310,668,0.653,795,826,892,608,858,246,112,241,2,0.326,101,L,23
45320,642,0.628,526,625,815,669,546,191,166,188,1,0.317,60,L,23
45330,671,0.656,852,685,823,818,581,109,104,200,2,0.268,95,L,23
45340,679,0.664,704,552,881,796,778,110,81,139,3,0.454,117,L,23
45350,734,0.717,534,500,604,675,548,247,141,94,5,0.612,69,L,23
45360,684,0.669,604,789,620,691,728,175,89,169,3,0.372,97,L,23
45370,648,0.633,608,887,844,752,891,91,197,167,1,0.164,64,L,23
45380,704,0.688,629,828,682,582,753,84,126,103,4,0.663,83,L,23
45390,691,0.675,550,889,644,837,827,130,131,91,3,0.387,40,L,23
45400,565,0.552,856,868,591,508,874,202,87,104,0,0.05,113,L,23
45410,668,0.653,689,778,799,555,695,202,102,88,2,0.3,43,L,23
45420,711,0.695,876,853,669,886,838,113,184,186,4,0.538,82,L,23
45430,714,0.698,511,771,561,516,770,105,124,209,4,0.625,56,L,23
45440,579,0.566,567,861,799,595,559,80,98,112,0,0.172,75,L,23
45450,573,0.56,726,838,880,894,764,85,137,179,0,0.073,68,L,23
45460,560,0.547,650,756,580,865,599,184,212,178,0,0.174,89,L,23
45470,748,0.731,692,707,556,879,761,221,142,197,5,0.705,114,L,23
45480,614,0.6,744,880,855,635,595,87,93,103,0,0.094,103,L,23
45490,642,0.628,524,889,628,586,732,112,221,135,1,0.168,101,L,23
45500,572,0.559,671,537,798,765,526,215,164,237,0,0.118,52,L,23
45510,649,0.634,603,760,777,565,588,119,167,201,1,0.309,44,L,23
45520,564,0.551,704,574,579,517,716,181,211,132,0,0.021,97,L,23
45530,624,0.61,813,615,814,661,785,147,154,147,0,0.193,65,L,23
45540,606,0.592,664,665,796,503,794,188,185,187,0,0.187,81,L,23
45550,603,0.589,665,753,775,653,627,155,198,93,0,0.171,89,L,23
45560,732,0.716,605,605,602,765,513,212,101,154,5,0.691,68,L,23
45570,695,0.679,711,748,534,826,752,173,83,130,3,0.506,69,L,23
45580,659,0.644,829,641,663,586,639,155,241,105,2,0.263,45,L,23
45590,730,0.714,898,861,858,646,859,156,174,186,5,0.601,91,L,23
45600,724,0.708,812,532,859,631,774,86,105,166,4,0.534,90,L,23
45610,728,0.712,635,896,787,789,645,134,122,231,5,0.738,60,L,23
45620,730,0.714,774,704,812,691,835,81,241,128,5,0.673,93,L,23
45630,721,0.705,590,662,784,505,743,244,202,164,4,0.541,97,L,23
45640,672,0.657,859,687,513,569,638,234,181,148,2,0.293,118,L,23
45650,730,0.714,579,645,872,724,726,205,103,178,5,0.67,46,L,23
45660,643,0.629,779,768,646,784,521,81,182,115,1,0.18,77,L,23
45670,692,0.676,883,516,867,576,777,202,207,169,3,0.538,85,L,23
45680,687,0.672,770,707,795,725,688,181,223,177,3,0.364,57,L,23
45690,551,0.539,875,553,665,852,828,222,171,87,0,0.1,85,L,23
45700,729,0.713,635,861,549,582,753,106,156,117,5,0.604,60,L,23
45710,735,0.718,681,785,850,643,551,185,120,160,5,0.792,63,L,23
45720,704,0.688,501,755,559,806,884,170,180,193,4,0.514,45,L,23
45730,737,0.72,526,739,579,689,818,178,170,114,5,0.684,97,L,23
45740,585,0.572,857,591,555,566,812,248,110,210,0,0.169,77,L,23
45750,701,0.685,604,866,591,700,792,196,146,248,4,0.531,88,L,23
45760,648,0.633,826,531,665,635,567,233,149,127,1,0.294,108,L,23
45770,735,0.718,822,784,582,637,826,144,224,101,5,0.772,53,L,23
45780,596,0.583,724,643,695,789,756,87,101,147,0,0.177,73,L,23
45790,586,0.573,876,522,583,754,872,103,220,148,0,0.083,119,L,23
45800,725,0.709,720,713,832,584,884,83,193,159,5,0.642,52,L,23
45810,701,0.685,883,834,504,626,585,165,218,103,4,0.618,84,L,23
45820,583,0.57,894,684,734,656,660,201,188,102,0,0.182,108,L,23
45830,555,0.543,807,844,588,877,897,96,107,88,0,0.192,105,L,23
45840,718,0.702,535,728,633,743,564,82,116,188,4,0.68,42,L,23
45850,736,0.719,750,642,747,555,560,147,158,150,5,0.621,107,L,23
45860,572,0.559,513,889,788,508,639,196,174,82,0,0.118,95,L,23
45870,690,0.674,512,685,584,542,883,235,126,242,3,0.394,117,L,23
45880,632,0.618,596,678,854,647,784,207,151,144,1,0.17,77,L,23
45890,643,0.629,655,532,768,715,600,206,156,200,1,0.144,80,L,23
45900,684,0.669,791,592,720,654,779,160,240,177,3,0.498,57,L,23
45910,678,0.663,826,877,758,791,876,219,94,211,3,0.438,95,L,23
45920,683,0.668,562,740,778,832,756,155,106,104,3,0.411,101,L,23
45930,642,0.628,785,583,674,880,669,113,83,110,1,0.238,90,L,23
45940,557,0.544,856,568,891,638,747,108,246,220,0,0.01,103,L,23
45950,676,0.661,725,729,838,595,614,182,196,157,3,0.406,110,L,23
45960,659,0.644,681,594,585,888,594,158,224,116,2,0.252,58,L,23
45970,726,0.71,844,536,813,719,627,222,227,220,5,0.719,59,L,23
45980,718,0.702,547,811,719,866,695,111,133,246,4,0.59,97,L,23
45990,610,0.596,730,609,866,599,699,226,148,229,0,0.047,74,L,23
46000,551,0.539,744,649,611,598,602,91,204,124,0,0.004,97,M,24
46010,556,0.543,651,822,569,852,552,241,240,172,0,0.142,62,M,24
46020,618,0.604,707,802,798,561,694,134,186,128,0,0.14,88,M,24
46030,710,0.694,783,556,668,875,875,83,99,196,4,0.65,74,M,24
46040,602,0.588,538,808,620,585,598,197,171,217,0,0.191,119,M,24
46050,632,0.618,564,500,673,749,725,209,107,163,1,0.13,66,M,24
46060,580,0.567,890,827,803,781,682,168,214,184,0,0.197,96,M,24
46070,669,0.654,500,837,528,731,649,247,93,209,2,0.352,74,M,24
46080,674,0.659,754,578,862,597,649,97,125,161,2,0.262,102,M,24
46090,713,0.697,545,858,738,729,792,97,183,236,4,0.627,115,M,24
46100,692,0.676,686,621,849,599,783,94,207,122,3,0.503,72,M,24
46110,557,0.544,611,532,589,648,711,195,99,202,0,0.157,43,M,24
46120,647,0.632,736,576,722,625,538,150,185,219,1,0.18,94,M,24
46130,643,0.629,675,853,712,764,639,148,162,107,1,0.132,56,M,24
46140,662,0.647,686,706,646,653,607,139,123,122,2,0.372,62,M,24
46150,724,0.708,554,766,810,653,884,228,87,227,4,0.668,84,M,24
46160,614,0.6,559,594,811,627,621,110,164,166,0,0.049,61,M,24
46170,605,0.591,585,878,866,507,817,157,231,101,0,0.012,54,M,24
46180,705,0.689,786,747,754,842,824,188,246,160,4,0.668,79,M,24
46190,620,0.606,563,763,826,585,543,117,196,228,0,0.104,43,M,24
46200,642,0.628,558,593,822,504,582,151,206,116,1,0.183,66,M,24
46210,683,0.668,564,702,679,796,770,212,94,80,3,0.507,54,M,24
46220,597,0.584,681,682,827,872,713,106,237,139,0,0.147,105,M,24
46230,601,0.587,742,836,790,743,620,121,124,131,0,0.103,62,M,24
46240,606,0.592,774,708,507,890,746,218,145,162,0,0.173,67,M,24
46250,638,0.624,830,795,734,629,575,155,193,232,1,0.128,93,M,24
46260,689,0.674,688,501,835,564,551,113,124,208,3,0.467,91,M,24
46270,625,0.611,811,864,718,805,600,198,232,219,1,0.206,112,M,24
46280,599,0.586,655,758,563,809,535,123,198,172,0,0.178,92,M,24
46290,681,0.666,569,857,766,718,865,140,247,211,3,0.472,66,M,24
46300,556,0.543,510,699,750,563,679,207,85,199,0,0.143,87,M,24
46310,555,0.543,729,751,730,723,706,164,189,107,0,0.15,44,M,24
46320,607,0.593,523,726,668,745,823,186,89,244,0,0.18,60,M,24
46330,662,0.647,596,637,837,852,592,174,103,203,2,0.351,51,M,24
46340,685,0.67,833,632,553,791,611,245,210,243,3,0.522,61,M,24
46350,675,0.66,577,762,567,561,862,103,213,215,3,0.454,64,M,24
46360,656,0.641,540,685,687,865,886,88,161,173,2,0.293,44,M,24
46370,709,0.693,744,782,712,651,665,223,222,104,4,0.537,111,M,24
46380,581,0.568,672,683,750,790,785,182,191,128,0,0.008,91,M,24
46390,679,0.664,686,528,657,873,734,101,181,98,3,0.409,106,M,24
46400,567,0.554,864,612,888,638,715,137,97,151,0,0.024,95,M,24
46410,743,0.726,778,771,799,571,695,93,216,154,5,0.783,55,M,24
46420,593,0.58,599,580,769,848,516,176,205,133,0,0.115,41,M,24
46430,572,0.559,713,628,511,640,767,136,165,97,0,0.197,54,M,24
46440,622,0.608,675,632,843,763,646,91,151,215,0,0.198,94,M,24
46450,671,0.656,848,732,661,581,546,187,114,239,2,0.297,90,M,24
46460,683,0.668,892,539,713,851,653,161,116,219,3,0.396,77,M,24
46470,565,0.552,523,614,850,759,805,187,181,210,0,0.012,47,M,24
46480,615,0.601,680,848,660,613,517,183,165,172,0,0.054,84,M,24
46490,594,0.581,599,561,583,775,666,118,208,187,0,0.032,106,M,24
46500,667,0.652,809,647,749,636,594,107,143,114,2,0.303,79,M,24
46510,551,0.539,886,769,854,823,546,173,130,127,0,0.178,66,M,24
46520,674,0.659,711,868,765,634,871,96,101,138,2,0.35,83,M,24
46530,572,0.559,873,713,561,866,553,161,198,188,0,0.0,52,M,24
46540,576,0.563,870,667,573,735,591,164,195,154,0,0.015,49,M,24
46550,594,0.581,680,837,762,577,728,109,197,234,0,0.008,88,M,24
46560,650,0.635,754,668,580,785,709,82,116,109,2,0.403,93,M,24
46570,635,0.621,599,584,712,890,763,165,142,237,1,0.29,49,M,24
46580,670,0.655,538,533,857,765,508,175,212,242,2,0.274,50,M,24
46590,640,0.626,755,647,678,756,717,90,140,158,1,0.174,78,M,24
46600,631,0.617,783,844,714,574,724,159,115,166,1,0.17,109,M,24
46610,655,0.64,569,509,713,504,527,138,216,246,2,0.333,101,M,24
46620,587,0.574,718,651,691,620,670,189,223,145,0,0.157,105,M,24
46630,698,0.682,559,637,589,711,668,243,192,164,3,0.487,105,M,24
46640,700,0.684,666,594,759,758,619,153,185,175,4,0.645,75,M,24
46650,602,0.588,804,710,857,756,817,178,145,229,0,0.186,78,M,24
46660,551,0.539,702,739,814,728,655,93,95,130,0,0.062,67,M,24
46670,601,0.587,615,508,510,606,800,164,81,241,0,0.023,81,M,24
46680,688,0.673,784,610,591,719,504,99,180,118,3,0.505,113,M,24
46690,743,0.726,882,500,711,618,884,83,222,237,5,0.793,45,M,24
46700,748,0.731,561,888,553,804,506,179,82,155,5,0.71,100,M,24
46710,718,0.702,648,787,511,603,610,86,174,144,4,0.571,99,M,24
46720,583,0.57,710,894,724,763,800,183,157,241,0,0.154,84,M,24
46730,742,0.725,893,721,542,709,836,90,243,225,5,0.686,102,M,24
46740,565,0.552,693,508,501,792,583,137,162,185,0,0.118,47,M,24
46750,626,0.612,824,709,731,624,679,113,176,231,1,0.202,52,M,24
46760,640,0.626,692,698,759,563,829,246,95,163,1,0.252,101,M,24
46770,611,0.597,543,841,836,700,877,183,238,212,0,0.046,57,M,24
46780,727,0.711,882,527,606,779,527,225,83,183,5,0.68,88,M,24
46790,655,0.64,851,882,710,848,821,137,90,190,2,0.429,104,M,24
46800,566,0.553,869,835,565,873,612,211,239,150,0,0.134,68,M,24
46810,607,0.593,743,808,504,869,816,100,93,175,0,0.176,118,M,24
46820,627,0.613,796,771,550,756,795,97,113,179,1,0.131,60,M,24
46830,728,0.712,894,875,601,614,769,171,234,229,5,0.703,60,M,24
46840,568,0.555,523,525,652,800,863,236,218,103,0,0.082,63,M,24
46850,717,0.701,580,854,569,703,578,102,202,117,4,0.61,70,M,24
46860,705,0.689,575,718,823,776,764,128,177,116,4,0.662,60,M,24
46870,687,0.672,729,825,856,528,814,247,100,165,3,0.482,102,M,24
46880,564,0.551,604,610,838,835,610,186,166,83,0,0.077,63,M,24
46890,575,0.562,861,693,859,507,572,157,227,145,0,0.162,107,M,24
46900,627,0.613,584,578,538,805,519,149,235,196,1,0.121,82,M,24
46910,668,0.653,597,828,650,863,521,84,139,248,2,0.292,68,M,24
